chapter-counter,verse-counter,arabic-verse-weight
12,79,5098
12,80,10152
12,81,4080
12,82,2824
12,83,2963
12,84,3784
12,85,5584
12,86,2221
12,87,4291
12,88,6241
12,89,3474
12,90,5465
12,91,2523
12,92,3583
12,93,3491
12,94,2354
12,95,1861
12,96,3453
12,97,3638
12,98,3993
12,99,2822
12,100,10898
12,101,8026
12,102,4169
12,103,1842
12,104,2267
12,105,4019
12,106,1680
12,107,7671
12,108,3666
12,109,10522
12,110,5927
12,111,6301
13,0,786
13,1,4089
13,2,9911
13,3,8766
13,4,10636
13,5,7396
13,6,9120
13,7,4002
13,8,5190
13,9,2766
13,10,2995
13,11,8567
13,12,3318
13,13,4135
13,14,6813
13,15,4436
13,16,15858
13,17,14062
13,18,6465
13,19,2787
13,20,2825
13,21,3666
13,22,6924
13,23,4625
13,24,1734
13,25,6018
13,26,4543
13,27,3941
13,28,4272
13,29,1870
13,30,7682
13,31,11665
13,32,5565
13,33,8687
13,34,4400
13,35,7854
13,36,5539
13,37,3230
13,38,5301
13,39,2031
13,40,4468
13,41,3477
13,42,3987
13,43,3718
14,0,786
14,1,5613
14,2,4335
14,3,5932
14,4,3354
14,5,7225
14,6,9215
14,7,5350
14,8,4193
14,9,8503
14,10,11000
14,11,5969
14,12,4283
14,13,6598
14,14,4088
14,15,1961
14,16,836
14,17,6546
14,18,6879
14,19,5545
14,20,1069
14,21,8570
14,22,13924
14,23,7383
14,24,6290
14,25,5365
14,26,8293
14,27,7521
14,28,3161
14,29,900
14,30,3247
14,31,5075
14,32,9607
14,33,3191
14,34,4446
14,35,2847
14,36,5132
14,37,10142
14,38,4598
14,39,2273
14,40,3391
14,41,2231
14,42,5897
14,43,2390
14,44,9003
14,45,5539
14,46,2251
14,47,3336
14,48,4985
14,49,2503
14,50,2861
14,51,1448
14,52,4347
15,0,786
15,1,2004
15,2,1705
15,3,2576
15,4,1637
15,5,2548
15,6,2316
15,7,2370
15,8,2960
15,9,2417
15,10,1322
15,11,1564
15,12,1537
15,13,1972
15,14,2416
15,15,1941
15,16,2080
15,17,1814
15,18,2052
15,19,2880
15,20,1798
15,21,2051
15,22,2893
15,23,1688
15,24,2939
15,25,1137
15,26,1790
15,27,1617
15,28,3592
15,29,3228
15,30,944
15,31,554
15,32,1113
15,33,2713
15,34,1515
15,35,960
15,36,2359
15,37,1653
15,38,851
15,39,4520
15,40,1115
15,41,1897
15,42,2396
15,43,524
15,44,1057
15,45,1368
15,46,930
15,47,3642
15,48,1517
15,49,1868
15,50,1767
15,51,1382
15,52,2235
15,53,2455
15,54,2794
15,55,1774
15,56,2291
15,57,1357
15,58,1062
15,59,507
15,60,2505
15,61,648
15,62,754
15,63,1176
15,64,968
15,65,4691
15,66,2755
15,67,1610
15,68,2574
15,69,1680
15,70,692
15,71,1433
15,72,1482
15,73,3065
15,74,1795
15,75,1998
15,76,387
15,77,1581
15,78,1753
15,79,1176
15,80,1627
15,81,2428
15,82,1334
15,83,2565
15,84,1614
15,85,4774
15,86,1227
15,87,2914
15,88,3965
15,89,1373
15,90,1041
15,91,2212
15,92,748
15,93,395
15,94,2776
15,95,846
15,96,2405
15,97,1880
15,98,751
15,99,1365
16,0,786
16,1,3143
16,2,3749
16,3,3656
16,4,3187
16,5,2062
16,6,1806
16,7,4398
16,8,4593
16,9,1443
16,10,3058
16,11,5856
16,12,5623
16,13,5897
16,14,11255
16,15,3531
16,16,1200
16,17,3280
16,18,3396
16,19,1632
16,20,3148
16,21,3062
16,22,4164
16,23,2091
16,24,2562
16,25,5317
16,26,6598
16,27,7796
16,28,5768
16,29,3114
16,30,9189
16,31,5166
16,32,5114
16,33,8205
16,34,1724
16,35,7458
16,36,10618
16,37,2714
16,38,3219
16,39,4430
16,40,2091
16,41,5264
16,42,1975
16,43,3412
16,44,3723
16,45,6240
16,46,2378
16,47,3527
16,48,4764
16,49,3852
16,50,1914
16,51,3652
16,52,4298
16,53,4214
16,54,4930
16,55,2715
16,56,3914
16,57,1743
16,58,3909
16,59,3021
16,60,3973
16,61,8500
16,62,3941
16,63,3320
16,64,4334
16,65,3835
16,66,5137
16,67,6857
16,68,4104
16,69,8831
16,70,5091
